Date,Code,Open,Close,Volume
2018-11-13,NFLX,295.0,294.4,12232200
2018-11-14,FB,143.7,144.22,22068400
2018-11-14,GOOGL,1060.0,1054.58,1733300
2018-11-14,NFLX,300.4,286.73,16853600
2018-11-15,FB,142.33,143.85,30320300
2018-11-15,GOOGL,1051.46,1071.05,2079200
2018-11-15,NFLX,285.51,290.06,9967100
2018-11-16,FB,141.07,139.53,37250600
2018-11-16,GOOGL,1065.23,1068.27,1768300
2018-11-16,NFLX,287.14,286.21,9099500
2018-11-19,FB,137.61,131.55,44362700
2018-11-19,GOOGL,1063.39,1027.42,2284200
2018-11-19,NFLX,283.79,270.6,12993800
2018-11-20,FB,127.03,132.43,41939500
2018-11-20,GOOGL,1007.29,1030.45,2722900
2018-11-20,NFLX,254.63,266.98,16693800
