Date,Code,Open,Close,Volume
2019-07-23,GOOGL,1143.45,1148.05,1032400
2019-07-23,NFLX,311.44,307.3,9171100
2019-07-24,FB,197.63,204.66,32532500
2019-07-24,GOOGL,1132.62,1139.73,1359600
2019-07-24,NFLX,310.51,317.94,11961800
2019-07-25,FB,206.7,200.71,39889900
2019-07-25,GOOGL,1138.95,1135.94,2738100
2019-07-25,NFLX,318.86,326.46,10798500
2019-07-26,FB,200.19,199.75,24434000
2019-07-26,GOOGL,1228.0,1245.22,6060800
2019-07-26,NFLX,328.79,335.78,10847500
2019-07-29,FB,199.0,195.94,16530800
2019-07-29,GOOGL,1242.5,1241.84,2069100
2019-07-29,NFLX,335.98,332.7,5782800
2019-07-30,FB,195.39,197.04,11903600
2019-07-30,GOOGL,1227.0,1228.0,1430800
